farmers_ahead,total_qty_ahead_kg,quantity_kg,crop_type,produce_quality_grade,active_counters,staff_present,center_daily_capacity_quintals,vehicle_type,slot_hour,day_of_week,is_harvest_peak_season,weather_condition,actual_wait_time_minutes
14,17600,1540,Paddy,Grade C (High Moisture),3,11,1500,Mini Truck (Pickup),12,0,1,Clear,84.9
4,5400,670,Paddy,Grade B,2,9,1500,Mini Truck (Pickup),13,2,0,Clear,27.6
10,14600,960,Wheat,Grade A,1,2,2500,Truck (6-Wheeler),11,1,1,Overcast,173.6
4,4300,820,Mustard,Grade C (High Moisture),3,8,500,Tractor Trolley,15,2,0,Clear,27.5
12,13500,1130,Paddy,Grade A,3,4,1000,Mini Truck (Pickup),11,3,1,Clear,76.8
7,8700,1090,Cotton,Grade B,3,11,1500,Truck (6-Wheeler),11,2,0,Clear,49.4
9,9800,470,Cotton,Grade B,3,6,1500,Tractor Trolley,10,0,0,Clear,61.6
7,8100,2170,Wheat,Grade A,2,5,2500,Tractor Trolley,13,2,1,Clear,42.3
1,1000,740,Wheat,Grade C (High Moisture),3,5,1000,Tractor Trolley,9,0,0,Clear,13.2
4,3700,1860,Wheat,Grade A,2,5,2500,Truck (6-Wheeler),14,0,1,Clear,30.0
20,18800,770,Wheat,Grade A,2,8,500,Mini Truck (Pickup),11,5,1,Clear,94.6
5,5000,1330,Cotton,Grade A,2,8,1500,Truck (6-Wheeler),13,4,0,Clear,50.9
8,10300,2280,Mustard,Grade B,2,3,500,Tractor Trolley,12,4,1,Clear,110.2
6,6900,1500,Wheat,Grade A,2,7,1000,Bullock Cart,14,3,1,Clear,40.9
6,5500,910,Cotton,Grade A,5,12,1000,Tractor Trolley,10,1,1,Clear,25.0
10,13500,960,Sugarcane,Grade A,2,6,500,Tractor Trolley,11,2,0,Clear,53.6
7,9100,540,Wheat,Grade A,2,7,1000,Mini Truck (Pickup),8,2,1,Clear,32.4
7,6400,1150,Paddy,Grade A,4,12,4000,Bullock Cart,15,2,0,Overcast,22.4
4,4400,720,Mustard,Grade A,1,4,2500,Tractor Trolley,15,1,0,Light Rain,51.3
8,10800,2300,Wheat,Grade A,4,9,1000,Tractor Trolley,12,4,0,Clear,26.7
11,13700,1220,Maize,Grade A,2,8,1500,Truck (6-Wheeler),10,2,1,Clear,81.3
9,13400,1120,Sugarcane,Grade B,2,5,1000,Tractor Trolley,13,0,0,Clear,61.0
13,13000,1490,Wheat,Grade A,2,9,1500,Tractor Trolley,12,6,1,Clear,68.6
16,17700,1430,Maize,Grade B,3,10,1000,Tractor Trolley,11,3,1,Overcast,74.8
10,9600,580,Paddy,Grade A,5,11,2500,Tractor Trolley,11,3,0,Clear,29.7
5,7400,4680,Wheat,Grade B,3,8,2500,Tractor Trolley,11,5,1,Clear,25.9
5,7000,2580,Paddy,Grade A,3,5,1000,Bullock Cart,9,5,0,Clear,31.3
10,14300,520,Wheat,Grade B,3,4,500,Tractor Trolley,13,5,1,Clear,78.9
8,8300,1730,Cotton,Grade B,3,6,1000,Mini Truck (Pickup),11,5,1,Clear,72.0
7,7200,960,Wheat,Grade C (High Moisture),3,4,1500,Tractor Trolley,9,0,0,Clear,59.8
3,2700,1350,Mustard,Grade B,2,7,2500,Tractor Trolley,15,5,0,Clear,26.4
4,5600,780,Paddy,Grade A,5,11,1500,Mini Truck (Pickup),8,3,1,Clear,14.8
10,14300,2310,Paddy,Grade A,4,8,1500,Tractor Trolley,10,4,1,Clear,45.6
4,3600,1290,Wheat,Grade A,4,6,1000,Mini Truck (Pickup),17,4,1,Overcast,25.3
7,8500,770,Paddy,Grade B,2,5,4000,Mini Truck (Pickup),9,5,1,Overcast,49.3
11,11700,1090,Wheat,Grade A,3,6,4000,Tractor Trolley,11,1,0,Clear,46.5
10,12400,430,Mustard,Grade B,3,8,4000,Tractor Trolley,11,0,0,Overcast,55.8
15,16900,1030,Wheat,Grade A,3,5,500,Tractor Trolley,11,3,1,Clear,85.5
5,5300,420,Cotton,Grade B,2,2,1000,Tractor Trolley,9,6,0,Clear,63.6
4,4900,2970,Wheat,Grade B,3,6,1500,Tractor Trolley,11,3,0,Clear,24.5
6,8600,2080,Mustard,Grade A,3,5,2500,Tractor Trolley,12,5,0,Overcast,42.3
9,10800,520,Cotton,Grade B,3,11,500,Mini Truck (Pickup),12,6,0,Clear,49.0
8,9600,1770,Paddy,Grade A,3,10,1000,Mini Truck (Pickup),13,0,0,Clear,30.9
4,5100,1470,Mustard,Grade B,2,2,1000,Mini Truck (Pickup),9,1,0,Clear,48.6
3,3000,720,Paddy,Grade C (High Moisture),1,6,1000,Mini Truck (Pickup),15,2,1,Clear,49.7
3,3300,2190,Maize,Grade C (High Moisture),4,10,4000,Bullock Cart,14,3,0,Overcast,14.3
9,10500,1450,Mustard,Grade A,3,4,1500,Mini Truck (Pickup),11,1,0,Clear,64.6
14,21000,830,Cotton,Grade A,3,3,1500,Tractor Trolley,11,5,1,Heavy Rain,148.1
8,11100,1530,Soybean,Grade B,2,3,2500,Tractor Trolley,11,0,0,Clear,94.2
6,8900,1780,Maize,Grade B,5,12,1000,Tractor Trolley,15,0,1,Overcast,25.1
5,5600,1570,Cotton,Grade A,3,4,1000,Tractor Trolley,11,2,0,Clear,46.1
8,9400,1730,Wheat,Grade B,3,7,1500,Tractor Trolley,10,5,0,Light Rain,45.2
1,1400,390,Cotton,Grade A,2,2,1500,Tractor Trolley,14,0,0,Clear,13.5
10,11800,3080,Paddy,Grade B,3,7,1500,Mini Truck (Pickup),10,2,1,Overcast,62.6
12,12400,360,Cotton,Grade B,3,5,1500,Tractor Trolley,12,5,0,Overcast,99.1
12,14500,1350,Mustard,Grade B,2,5,500,Mini Truck (Pickup),12,2,0,Clear,89.2
8,9300,250,Mustard,Grade A,4,9,1500,Tractor Trolley,13,2,1,Overcast,52.9
11,14500,1630,Mustard,Grade C (High Moisture),2,8,1500,Tractor Trolley,11,2,0,Clear,93.5
11,14700,2220,Mustard,Grade A,2,3,4000,Tractor Trolley,12,4,0,Clear,113.2
8,7900,3530,Wheat,Grade A,3,4,1000,Mini Truck (Pickup),11,1,0,Clear,41.7
10,9100,710,Wheat,Grade A,3,4,1500,Tractor Trolley,10,2,1,Clear,67.7
3,3700,660,Mustard,Grade A,2,5,1000,Truck (6-Wheeler),14,0,0,Overcast,29.5
8,9900,1310,Paddy,Grade A,2,5,500,Mini Truck (Pickup),13,5,1,Clear,57.3
9,9800,1290,Maize,Grade B,2,6,1500,Tractor Trolley,11,0,1,Clear,65.7
13,11700,1200,Wheat,Grade B,3,6,500,Mini Truck (Pickup),10,6,1,Clear,68.4
11,13000,1750,Wheat,Grade B,1,5,4000,Mini Truck (Pickup),10,0,1,Clear,124.1
5,6100,510,Cotton,Grade B,4,7,1500,Tractor Trolley,12,5,0,Clear,34.9
10,14900,2180,Cotton,Grade C (High Moisture),3,7,1000,Tractor Trolley,12,6,1,Clear,86.8
13,18000,1960,Wheat,Grade A,3,6,1500,Tractor Trolley,10,5,1,Overcast,66.0
7,6800,820,Paddy,Grade A,3,4,1000,Mini Truck (Pickup),15,0,1,Heavy Rain,86.8
12,12100,660,Wheat,Grade B,2,3,2500,Bullock Cart,13,0,1,Clear,152.8
5,4600,1180,Wheat,Grade B,2,7,4000,Tractor Trolley,12,0,0,Clear,33.1
8,10400,3690,Wheat,Grade A,2,10,2500,Tractor Trolley,10,4,0,Overcast,38.0
9,12400,480,Cotton,Grade B,4,12,1000,Mini Truck (Pickup),8,2,1,Clear,43.8
9,10800,640,Soybean,Grade B,3,5,1500,Tractor Trolley,12,3,0,Clear,68.2
14,18100,1690,Wheat,Grade C (High Moisture),1,5,1500,Tractor Trolley,12,0,1,Light Rain,225.1
3,3000,1470,Wheat,Grade B,2,6,1000,Mini Truck (Pickup),9,1,0,Clear,19.1
2,2000,350,Mustard,Grade B,1,2,1500,Tractor Trolley,14,4,0,Clear,37.1
13,14000,1130,Soybean,Grade B,2,5,1500,Tractor Trolley,11,2,1,Light Rain,119.4
4,3700,560,Wheat,Grade A,3,8,2500,Mini Truck (Pickup),9,0,1,Clear,20.3
12,14800,620,Paddy,Grade B,1,5,1500,Tractor Trolley,11,0,1,Overcast,160.0
6,6300,630,Wheat,Grade A,4,8,1500,Tractor Trolley,13,2,1,Clear,28.7
2,2700,920,Wheat,Grade A,3,6,1500,Tractor Trolley,14,1,0,Overcast,12.8
8,12000,910,Mustard,Grade B,4,11,1000,Tractor Trolley,13,3,1,Clear,44.5
8,7400,1930,Chana,Grade A,5,12,1500,Tractor Trolley,10,2,1,Clear,28.7
5,5500,500,Mustard,Grade A,2,10,1500,Tractor Trolley,17,0,1,Clear,32.8
9,12300,1180,Sugarcane,Grade A,3,6,1500,Tractor Trolley,12,2,1,Clear,55.1
7,8300,1090,Paddy,Grade A,3,10,1000,Truck (6-Wheeler),11,2,1,Overcast,45.2
14,12800,1080,Soybean,Grade A,4,12,1500,Tractor Trolley,12,4,1,Clear,51.6
8,9700,1170,Wheat,Grade A,3,2,1000,Mini Truck (Pickup),12,3,1,Overcast,54.0
3,3200,430,Wheat,Grade A,3,5,500,Mini Truck (Pickup),8,5,0,Light Rain,24.2
11,14600,1470,Mustard,Grade A,1,2,2500,Mini Truck (Pickup),11,4,1,Overcast,183.2
6,5900,420,Paddy,Grade A,2,11,1000,Tractor Trolley,14,3,0,Light Rain,44.9
5,6600,1040,Paddy,Grade B,2,5,1500,Tractor Trolley,14,1,0,Clear,29.8
4,4600,400,Mustard,Grade C (High Moisture),2,2,1500,Mini Truck (Pickup),15,0,0,Overcast,55.7
1,1100,2120,Paddy,Grade A,2,5,1500,Tractor Trolley,15,6,0,Clear,6.5
6,5600,590,Cotton,Grade A,3,8,2500,Truck (6-Wheeler),11,0,0,Overcast,43.3
3,2900,940,Paddy,Grade B,2,6,1000,Bullock Cart,14,2,1,Clear,29.0
1,900,720,Maize,Grade A,2,3,1000,Tractor Trolley,16,5,0,Clear,10.0
11,13500,1160,Paddy,Grade C (High Moisture),3,9,2500,Truck (6-Wheeler),11,1,1,Clear,83.3
8,11100,580,Cotton,Grade B,2,5,500,Tractor Trolley,13,6,1,Clear,75.1
15,19100,990,Wheat,Grade A,3,6,1500,Truck (6-Wheeler),11,3,0,Clear,84.1
3,3000,750,Maize,Grade A,4,9,1500,Tractor Trolley,15,1,0,Clear,12.2
13,18700,1480,Mustard,Grade B,2,4,1500,Mini Truck (Pickup),10,2,1,Overcast,134.3
5,6200,840,Wheat,Grade A,5,12,500,Tractor Trolley,8,5,0,Clear,11.0
4,4800,940,Wheat,Grade A,2,6,1500,Tractor Trolley,8,0,1,Overcast,29.1
11,14400,800,Wheat,Grade B,2,4,500,Tractor Trolley,12,2,1,Overcast,93.0
4,5000,510,Cotton,Grade A,2,10,4000,Tractor Trolley,15,0,1,Overcast,39.2
15,21700,1660,Cotton,Grade B,2,5,1000,Tractor Trolley,13,3,0,Clear,120.0
3,3500,900,Wheat,Grade C (High Moisture),3,3,1000,Mini Truck (Pickup),8,1,1,Clear,31.3
5,7000,3110,Mustard,Grade A,3,9,1500,Tractor Trolley,9,2,0,Clear,18.1
4,5300,2010,Soybean,Grade A,2,5,1000,Truck (6-Wheeler),16,5,0,Clear,28.5
5,6700,1040,Wheat,Grade C (High Moisture),2,6,500,Mini Truck (Pickup),12,4,1,Clear,48.4
9,9100,970,Paddy,Grade A,3,7,4000,Mini Truck (Pickup),11,1,1,Light Rain,52.8
6,8500,1060,Cotton,Grade A,2,3,4000,Tractor Trolley,9,3,1,Clear,75.7
9,10400,350,Cotton,Grade B,3,4,1500,Tractor Trolley,10,2,0,Clear,81.5
5,5200,550,Wheat,Grade A,3,12,2500,Mini Truck (Pickup),13,4,0,Clear,25.4
6,7400,1700,Wheat,Grade A,2,4,2500,Tractor Trolley,11,1,0,Heavy Rain,63.8
7,6800,1780,Wheat,Grade A,3,6,4000,Truck (6-Wheeler),13,1,1,Clear,46.8
3,2800,640,Cotton,Grade C (High Moisture),3,4,1000,Mini Truck (Pickup),12,3,0,Light Rain,47.4
11,10300,1450,Mustard,Grade B,1,2,4000,Bullock Cart,10,4,1,Clear,240.0
5,4500,1410,Wheat,Grade B,3,7,1000,Tractor Trolley,10,0,0,Overcast,28.2
9,13200,1010,Paddy,Grade A,2,2,1500,Tractor Trolley,11,2,0,Clear,83.9
6,7400,880,Paddy,Grade A,3,5,4000,Tractor Trolley,11,5,0,Clear,38.9
14,15800,760,Maize,Grade C (High Moisture),3,3,2500,Mini Truck (Pickup),13,0,1,Clear,134.0
3,3100,1400,Wheat,Grade B,3,7,1000,Mini Truck (Pickup),8,4,0,Clear,11.3
8,11100,1040,Cotton,Grade A,2,6,1500,Mini Truck (Pickup),13,2,1,Clear,62.4
8,11900,600,Maize,Grade C (High Moisture),2,4,2500,Mini Truck (Pickup),13,1,0,Overcast,86.0
13,12400,1330,Maize,Grade C (High Moisture),2,6,1500,Tractor Trolley,12,4,1,Clear,107.1
13,16200,790,Mustard,Grade B,3,6,2500,Bullock Cart,12,5,1,Clear,108.7
9,9000,2450,Paddy,Grade C (High Moisture),2,3,1500,Truck (6-Wheeler),12,4,1,Light Rain,178.5
10,13900,710,Maize,Grade A,1,6,1000,Mini Truck (Pickup),12,3,0,Clear,88.2
4,3700,870,Maize,Grade B,2,9,4000,Tractor Trolley,14,0,0,Clear,24.3
5,6900,770,Mustard,Grade A,4,8,1500,Bullock Cart,10,2,1,Clear,37.1
11,14300,1630,Wheat,Grade B,4,10,1000,Truck (6-Wheeler),12,3,1,Overcast,60.1
9,10400,1430,Wheat,Grade C (High Moisture),1,7,1000,Tractor Trolley,12,1,0,Clear,123.5
9,13400,1240,Mustard,Grade A,3,4,1500,Mini Truck (Pickup),11,0,1,Clear,76.8
11,14000,1190,Chana,Grade B,2,5,500,Bullock Cart,13,4,0,Clear,81.1
10,13300,1440,Maize,Grade A,3,5,1000,Mini Truck (Pickup),10,1,0,Overcast,55.6
14,19500,1930,Maize,Grade B,3,11,1500,Tractor Trolley,11,5,0,Overcast,58.0
7,6900,810,Cotton,Grade A,3,11,500,Tractor Trolley,9,2,0,Clear,32.4
13,13500,2270,Paddy,Grade A,2,5,1000,Mini Truck (Pickup),12,1,1,Clear,78.0
3,3800,1280,Mustard,Grade B,3,6,1000,Tractor Trolley,11,3,0,Clear,27.0
4,3700,580,Mustard,Grade B,3,9,500,Mini Truck (Pickup),15,1,1,Clear,20.0
4,4900,1820,Mustard,Grade A,4,8,1000,Tractor Trolley,15,5,1,Overcast,22.6
3,3800,1420,Chana,Grade A,3,3,500,Tractor Trolley,16,0,0,Clear,18.9
5,7000,600,Paddy,Grade B,3,7,4000,Tractor Trolley,9,4,1,Clear,24.1
4,5900,480,Wheat,Grade B,2,3,1500,Tractor Trolley,12,6,0,Clear,47.5
5,5500,2350,Soybean,Grade A,1,2,1000,Tractor Trolley,13,0,0,Clear,78.3
9,11000,1120,Wheat,Grade B,2,9,2500,Tractor Trolley,12,4,0,Clear,56.6
13,16000,3830,Mustard,Grade B,3,6,1500,Tractor Trolley,11,2,1,Overcast,100.6
2,2600,770,Soybean,Grade B,2,3,500,Tractor Trolley,8,4,0,Clear,28.9
4,5900,1730,Paddy,Grade B,4,12,4000,Mini Truck (Pickup),17,5,1,Clear,20.2
16,19900,700,Maize,Grade B,2,2,1500,Mini Truck (Pickup),11,1,1,Clear,167.1
10,9800,1010,Paddy,Grade C (High Moisture),3,9,1500,Tractor Trolley,13,3,1,Clear,65.3
8,10600,260,Maize,Grade C (High Moisture),3,9,1500,Tractor Trolley,10,4,1,Overcast,54.9
9,11400,1490,Wheat,Grade B,2,8,1500,Tractor Trolley,10,4,1,Clear,59.1
7,8400,1030,Mustard,Grade A,1,6,1500,Tractor Trolley,12,1,1,Clear,90.3
3,3300,2340,Mustard,Grade A,2,2,1500,Truck (6-Wheeler),15,3,1,Overcast,43.7
9,11100,3210,Paddy,Grade B,1,7,500,Truck (6-Wheeler),10,6,1,Clear,146.6
3,3000,750,Mustard,Grade A,1,2,4000,Tractor Trolley,15,4,0,Clear,48.3
3,3400,1060,Chana,Grade A,3,6,1000,Tractor Trolley,12,5,0,Light Rain,41.5
10,14000,1070,Mustard,Grade C (High Moisture),3,10,1500,Bullock Cart,13,3,0,Light Rain,76.2
1,1500,480,Chana,Grade B,1,7,2500,Tractor Trolley,14,0,1,Overcast,19.6
8,8800,2130,Paddy,Grade A,3,8,1000,Tractor Trolley,11,3,1,Clear,35.9
9,12400,660,Cotton,Grade C (High Moisture),2,7,1500,Tractor Trolley,13,5,1,Overcast,98.9
5,7300,800,Wheat,Grade B,3,7,1000,Bullock Cart,8,3,0,Light Rain,38.1
13,14500,1550,Sugarcane,Grade A,3,4,1000,Tractor Trolley,11,2,1,Overcast,89.7
11,16000,1130,Wheat,Grade A,3,6,500,Tractor Trolley,10,1,0,Clear,47.9
5,4600,900,Paddy,Grade B,3,3,1500,Mini Truck (Pickup),14,3,1,Clear,40.4
9,8400,460,Paddy,Grade B,1,3,1500,Mini Truck (Pickup),10,0,0,Clear,100.8
5,6700,1020,Paddy,Grade B,3,4,2500,Tractor Trolley,14,6,0,Clear,37.7
3,4400,2130,Soybean,Grade A,5,5,2500,Truck (6-Wheeler),8,4,1,Clear,15.3
9,13100,1180,Paddy,Grade B,2,7,1500,Tractor Trolley,10,5,1,Clear,65.9
11,14500,3120,Soybean,Grade B,2,6,1500,Tractor Trolley,12,1,0,Clear,76.2
8,7600,2290,Paddy,Grade B,3,9,1500,Tractor Trolley,9,0,1,Clear,36.9
4,5400,1320,Soybean,Grade B,3,8,500,Mini Truck (Pickup),12,0,0,Clear,20.0
2,2500,880,Cotton,Grade A,3,6,1500,Tractor Trolley,15,3,1,Clear,18.4
5,5600,620,Paddy,Grade A,5,12,4000,Mini Truck (Pickup),10,2,0,Overcast,19.2
8,7400,1590,Paddy,Grade B,1,4,500,Mini Truck (Pickup),10,0,1,Clear,105.2
5,5000,810,Paddy,Grade B,2,3,1000,Tractor Trolley,11,2,0,Clear,56.9
8,7400,990,Wheat,Grade A,2,3,1500,Mini Truck (Pickup),11,2,0,Clear,62.8
7,8200,1900,Paddy,Grade A,2,7,1000,Mini Truck (Pickup),12,4,1,Clear,43.9
3,4300,2080,Wheat,Grade A,3,5,1000,Truck (6-Wheeler),12,0,0,Clear,31.9
7,7100,2790,Paddy,Grade A,2,5,500,Truck (6-Wheeler),14,1,1,Heavy Rain,91.4
7,10300,380,Mustard,Grade A,2,4,2500,Tractor Trolley,15,1,1,Overcast,66.1
8,9500,1400,Paddy,Grade B,3,12,500,Tractor Trolley,14,0,1,Clear,37.2
10,13900,770,Mustard,Grade B,2,11,1000,Tractor Trolley,12,2,0,Clear,76.9
5,6000,1630,Sugarcane,Grade C (High Moisture),4,8,1500,Tractor Trolley,15,0,1,Clear,32.9
14,17400,730,Paddy,Grade B,3,6,500,Tractor Trolley,11,0,1,Clear,84.2
2,1800,2150,Paddy,Grade B,3,4,2500,Truck (6-Wheeler),9,0,1,Light Rain,35.4
5,5200,2110,Wheat,Grade A,2,3,2500,Tractor Trolley,10,4,0,Clear,42.5
4,4000,530,Paddy,Grade B,3,8,1000,Bullock Cart,8,1,0,Clear,20.9
6,8100,3950,Mustard,Grade A,3,7,2500,Tractor Trolley,15,2,1,Clear,37.1
11,15800,1520,Wheat,Grade A,2,7,1500,Tractor Trolley,11,4,0,Light Rain,69.2
14,15100,330,Wheat,Grade A,1,5,4000,Mini Truck (Pickup),12,4,1,Clear,125.7
3,3000,1680,Paddy,Grade A,3,12,1000,Tractor Trolley,12,0,0,Overcast,16.2
11,16000,800,Maize,Grade A,1,3,2500,Truck (6-Wheeler),10,3,1,Overcast,160.3
2,2100,370,Mustard,Grade A,2,5,1500,Bullock Cart,15,5,0,Clear,21.8
7,9100,940,Chana,Grade A,2,2,1000,Tractor Trolley,11,3,0,Clear,56.6
10,13200,1910,Soybean,Grade B,2,8,1500,Mini Truck (Pickup),12,4,0,Clear,69.2
9,8500,1840,Wheat,Grade B,2,2,500,Tractor Trolley,10,4,0,Clear,86.5
3,3700,1740,Wheat,Grade A,1,2,1500,Tractor Trolley,9,0,1,Clear,42.1
6,6700,710,Paddy,Grade A,5,12,1500,Tractor Trolley,11,3,0,Clear,19.1
10,11800,1520,Cotton,Grade A,3,4,1000,Tractor Trolley,12,2,1,Clear,94.6
20,19200,550,Cotton,Grade A,3,2,1000,Tractor Trolley,12,4,1,Clear,168.8
5,4500,580,Wheat,Grade B,2,5,2500,Mini Truck (Pickup),11,3,0,Clear,33.1
7,9600,1540,Wheat,Grade B,3,4,4000,Mini Truck (Pickup),12,1,1,Clear,55.5
11,16100,1690,Wheat,Grade A,3,3,1000,Tractor Trolley,13,5,1,Overcast,74.1
13,15600,840,Soybean,Grade A,3,4,1500,Mini Truck (Pickup),10,0,1,Clear,96.8
1,1500,590,Chana,Grade A,3,7,1500,Tractor Trolley,16,4,0,Heavy Rain,24.9
4,4400,1950,Wheat,Grade A,3,2,500,Tractor Trolley,13,3,0,Clear,27.0
3,3100,700,Wheat,Grade A,3,12,1500,Mini Truck (Pickup),14,3,0,Overcast,15.1
5,7200,1290,Wheat,Grade A,2,6,1000,Mini Truck (Pickup),12,4,0,Clear,29.9
6,8600,1680,Soybean,Grade A,3,5,1000,Truck (6-Wheeler),13,1,0,Clear,50.0
8,7300,2320,Chana,Grade C (High Moisture),2,5,4000,Tractor Trolley,11,2,1,Overcast,80.4
1,1300,860,Wheat,Grade B,2,6,1000,Truck (6-Wheeler),8,0,0,Clear,10.4
15,15800,1300,Paddy,Grade B,3,12,500,Tractor Trolley,10,3,1,Clear,78.4
4,5100,440,Paddy,Grade B,2,6,1500,Tractor Trolley,11,2,1,Clear,29.5
7,8500,940,Cotton,Grade A,3,4,1500,Bullock Cart,12,3,1,Clear,78.8
10,10700,1370,Mustard,Grade A,3,6,2500,Tractor Trolley,10,4,0,Clear,56.7
9,9300,1810,Cotton,Grade A,5,12,1000,Tractor Trolley,12,3,0,Clear,37.8
4,4000,770,Chana,Grade B,3,3,1000,Tractor Trolley,14,0,1,Clear,31.9
9,10600,1000,Wheat,Grade B,3,6,2500,Mini Truck (Pickup),10,6,0,Clear,50.2
7,6900,700,Maize,Grade A,1,2,2500,Tractor Trolley,13,3,1,Clear,101.6
7,8300,2100,Paddy,Grade A,2,5,2500,Truck (6-Wheeler),10,1,1,Clear,61.3
3,2900,380,Paddy,Grade B,3,4,2500,Tractor Trolley,13,6,1,Clear,33.7
4,5600,920,Mustard,Grade A,2,4,4000,Truck (6-Wheeler),16,2,0,Clear,35.6
4,5800,1150,Chana,Grade B,2,5,500,Mini Truck (Pickup),14,2,0,Clear,20.1
7,10100,1900,Mustard,Grade A,5,12,1000,Mini Truck (Pickup),11,0,0,Clear,28.4
8,7800,1220,Maize,Grade A,1,10,1500,Tractor Trolley,12,3,1,Clear,87.2
1,1200,730,Maize,Grade B,4,4,1000,Tractor Trolley,14,1,0,Overcast,10.6
15,17000,560,Paddy,Grade A,4,8,1500,Tractor Trolley,12,4,1,Clear,61.5
10,12200,540,Maize,Grade A,3,10,1500,Tractor Trolley,13,5,0,Clear,41.2
5,5400,2440,Maize,Grade C (High Moisture),1,5,1000,Tractor Trolley,14,1,1,Clear,78.3
5,4600,1440,Cotton,Grade A,3,7,1000,Bullock Cart,10,0,0,Light Rain,44.7
6,8200,1140,Cotton,Grade A,2,6,2500,Tractor Trolley,17,2,0,Overcast,44.0
9,12000,920,Maize,Grade A,1,3,1000,Tractor Trolley,13,2,1,Clear,102.1
6,8000,320,Maize,Grade A,3,6,1500,Tractor Trolley,13,4,0,Clear,31.4
6,7000,480,Paddy,Grade A,3,6,1000,Tractor Trolley,9,4,1,Clear,35.3
11,12400,620,Maize,Grade A,2,6,1000,Mini Truck (Pickup),11,3,1,Clear,64.0
7,7100,850,Maize,Grade A,3,5,1000,Tractor Trolley,13,0,0,Clear,41.9
1,1400,710,Wheat,Grade A,4,8,2500,Mini Truck (Pickup),14,4,1,Overcast,7.5
8,11600,1740,Mustard,Grade B,2,5,1000,Tractor Trolley,13,0,1,Light Rain,87.5
4,3800,790,Wheat,Grade A,3,12,4000,Mini Truck (Pickup),10,0,0,Overcast,16.9
10,13700,1650,Wheat,Grade B,5,11,2500,Tractor Trolley,11,4,0,Clear,37.5
7,10400,830,Cotton,Grade A,2,3,2500,Mini Truck (Pickup),13,0,0,Clear,79.7
6,6900,610,Soybean,Grade A,1,3,2500,Mini Truck (Pickup),11,2,1,Clear,78.9
7,10200,910,Wheat,Grade A,2,4,1500,Tractor Trolley,12,4,1,Overcast,56.0
7,7400,1830,Maize,Grade B,4,6,1000,Tractor Trolley,11,1,1,Overcast,56.2
6,8300,4990,Cotton,Grade A,2,11,4000,Tractor Trolley,14,5,1,Clear,48.4
6,6800,920,Soybean,Grade A,3,11,500,Bullock Cart,14,1,1,Clear,32.5
4,4000,870,Soybean,Grade A,1,3,500,Mini Truck (Pickup),15,1,0,Clear,38.9
3,3200,1160,Soybean,Grade B,3,6,1000,Tractor Trolley,14,3,0,Clear,14.4
5,4800,720,Maize,Grade C (High Moisture),3,8,1000,Bullock Cart,17,4,0,Clear,27.8
7,9800,1110,Soybean,Grade A,3,2,4000,Tractor Trolley,11,5,0,Clear,56.2
10,10300,1360,Wheat,Grade B,2,10,1000,Tractor Trolley,11,1,1,Clear,66.4
9,11400,1620,Paddy,Grade A,3,8,4000,Bullock Cart,13,2,0,Clear,44.3
5,6600,1390,Wheat,Grade C (High Moisture),1,3,500,Tractor Trolley,11,4,0,Light Rain,83.0
3,4200,1660,Maize,Grade B,5,8,1000,Tractor Trolley,9,0,0,Overcast,16.2
7,8500,660,Wheat,Grade A,3,4,1500,Tractor Trolley,11,3,0,Overcast,45.0
2,2000,380,Wheat,Grade A,2,8,1000,Mini Truck (Pickup),9,6,1,Clear,11.3
2,2100,2610,Soybean,Grade A,1,3,1500,Tractor Trolley,16,3,1,Clear,23.2
8,10000,480,Mustard,Grade B,2,5,2500,Tractor Trolley,15,4,1,Heavy Rain,99.7
8,10400,1570,Soybean,Grade A,3,2,1000,Tractor Trolley,14,0,1,Clear,59.6
4,3700,1840,Wheat,Grade B,2,8,1000,Tractor Trolley,10,0,0,Clear,30.7
4,3900,1280,Paddy,Grade B,4,9,1500,Tractor Trolley,10,4,0,Overcast,18.8
10,10800,1210,Paddy,Grade A,2,3,2500,Mini Truck (Pickup),13,3,0,Clear,82.6
8,9500,1090,Wheat,Grade B,4,11,500,Tractor Trolley,11,1,0,Clear,29.6
10,12800,820,Paddy,Grade C (High Moisture),3,8,1000,Mini Truck (Pickup),11,1,1,Overcast,63.1
5,5800,1010,Paddy,Grade A,4,8,2500,Truck (6-Wheeler),14,1,1,Overcast,28.0
6,6900,1840,Wheat,Grade B,2,10,1500,Tractor Trolley,12,2,0,Clear,41.3
16,17600,740,Cotton,Grade A,3,5,1000,Tractor Trolley,13,1,1,Clear,129.0
7,8100,2970,Paddy,Grade A,4,8,2500,Tractor Trolley,11,0,1,Clear,34.2
6,8400,3700,Wheat,Grade C (High Moisture),2,5,1000,Mini Truck (Pickup),13,5,0,Clear,47.4
8,8200,2170,Mustard,Grade B,4,3,1000,Tractor Trolley,14,6,1,Clear,56.7
5,5600,2530,Mustard,Grade B,2,6,1500,Tractor Trolley,12,4,0,Clear,38.0
9,13300,1060,Maize,Grade A,2,3,4000,Tractor Trolley,13,4,0,Clear,77.0
2,2900,1130,Paddy,Grade A,2,6,500,Tractor Trolley,9,0,0,Overcast,13.5
11,11100,970,Chana,Grade A,2,7,1500,Truck (6-Wheeler),11,3,1,Clear,78.3
5,5400,630,Soybean,Grade B,2,3,500,Tractor Trolley,13,5,0,Clear,65.9
